ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Min.u64,Max.u64
system_pxn0_pod0_core0_core,load_l1sp,hart_0,Accumulator,21851128000,0,308486,308486,308486,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_0,Accumulator,21851128000,0,174351,174351,174351,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_0,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_0,Accumulator,21851128000,0,11221,11221,11221,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_0,Accumulator,21851128000,0,1456,1456,1456,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_0,Accumulator,21851128000,0,210,210,210,1,1
system_pxn0_pod0_core0_core,load_dram,hart_0,Accumulator,21851128000,0,30916,30916,30916,1,1
system_pxn0_pod0_core0_core,store_dram,hart_0,Accumulator,21851128000,0,4227,4227,4227,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_0,Accumulator,21851128000,0,16283,16283,16283,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_0,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_0,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_0,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_0,Accumulator,21851128000,0,276825,276825,276825,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_0,Accumulator,21851128000,0,148051,148051,148051,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_0,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_0,Accumulator,21851128000,0,10635,10635,10635,1,1
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_0,Accumulator,21851128000,0,232,232,232,1,1
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_0,Accumulator,21851128000,0,172,172,172,1,1
system_pxn0_pod0_core0_core,useful_load_dram,hart_0,Accumulator,21851128000,0,19800,19800,19800,1,1
system_pxn0_pod0_core0_core,useful_store_dram,hart_0,Accumulator,21851128000,0,603,603,603,1,1
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_0,Accumulator,21851128000,0,16128,16128,16128,1,1
system_pxn0_pod0_core0_core,load_l1sp,hart_1,Accumulator,21851128000,0,298356,298356,298356,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_1,Accumulator,21851128000,0,166060,166060,166060,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_1,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_1,Accumulator,21851128000,0,13513,13513,13513,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_1,Accumulator,21851128000,0,377,377,377,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_1,Accumulator,21851128000,0,206,206,206,1,1
system_pxn0_pod0_core0_core,load_dram,hart_1,Accumulator,21851128000,0,20038,20038,20038,1,1
system_pxn0_pod0_core0_core,store_dram,hart_1,Accumulator,21851128000,0,666,666,666,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_1,Accumulator,21851128000,0,16360,16360,16360,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_1,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_1,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_1,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_1,Accumulator,21851128000,0,283264,283264,283264,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_1,Accumulator,21851128000,0,151531,151531,151531,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_1,Accumulator,21851128000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_1,Accumulator,21851128000,0,11063,11063,11063,1,1
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_1,Accumulator,21851128000,0,350,350,350,1,1
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_1,Accumulator,21851128000,0,179,179,179,1,1
system_pxn0_pod0_core0_core,useful_load_dram,hart_1,Accumulator,21851128000,0,20008,20008,20008,1,1
system_pxn0_pod0_core0_core,useful_store_dram,hart_1,Accumulator,21851128000,0,665,665,665,1,1
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_1,Accumulator,21851128000,0,16320,16320,16320,1,1
system_pxn0_pod0_core0_core,load_l1sp,hart_2,Accumulator,21851128000,0,299289,299289,299289,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_2,Accumulator,21851128000,0,166675,166675,166675,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_2,Accumulator,21851128000,0,0,0,0,0,0
