ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Min.u64,Max.u64
system_pxn0_pod0_core0_core,load_l1sp,hart_0,Accumulator,22036371000,0,30131,30131,30131,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_0,Accumulator,22036371000,0,14163,14163,14163,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_0,Accumulator,22036371000,0,151,151,151,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_0,Accumulator,22036371000,0,4517,4517,4517,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_0,Accumulator,22036371000,0,3,3,3,1,1
system_pxn0_pod0_core0_core,load_dram,hart_0,Accumulator,22036371000,0,1954,1954,1954,1,1
system_pxn0_pod0_core0_core,store_dram,hart_0,Accumulator,22036371000,0,710,710,710,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_0,Accumulator,22036371000,0,68,68,68,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_dram,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_store_dram,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_0,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l1sp,hart_1,Accumulator,22036371000,0,19691,19691,19691,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_1,Accumulator,22036371000,0,19115,19115,19115,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_1,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_1,Accumulator,22036371000,0,1410,1410,1410,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_1,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_l2sp,hart_1,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_dram,hart_1,Accumulator,22036371000,0,30,30,30,1,1
system_pxn0_pod0_core0_core,store_dram,hart_1,Accumulator,22036371000,0,1,1,1,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_1,Accumulator,22036371000,0,486,486,486,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_1,Accumulator,22036371000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_1,Accumulator,22036371000,0,0,0,0,0,0
