ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Min.u64,Max.u64
system_pxn0_pod0_core0_core,load_l1sp,hart_0,Accumulator,31973860000,0,431596,431596,431596,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_0,Accumulator,31973860000,0,239673,239673,239673,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_0,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_0,Accumulator,31973860000,0,7404,7404,7404,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_0,Accumulator,31973860000,0,641,641,641,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_0,Accumulator,31973860000,0,157,157,157,1,1
system_pxn0_pod0_core0_core,load_dram,hart_0,Accumulator,31973860000,0,34886,34886,34886,1,1
system_pxn0_pod0_core0_core,store_dram,hart_0,Accumulator,31973860000,0,1722,1722,1722,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_0,Accumulator,31973860000,0,27092,27092,27092,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_0,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_0,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_0,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_0,Accumulator,31973860000,0,399142,399142,399142,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_0,Accumulator,31973860000,0,213973,213973,213973,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_0,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_0,Accumulator,31973860000,0,5641,5641,5641,1,1
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_0,Accumulator,31973860000,0,495,495,495,1,1
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_0,Accumulator,31973860000,0,130,130,130,1,1
system_pxn0_pod0_core0_core,useful_load_dram,hart_0,Accumulator,31973860000,0,29677,29677,29677,1,1
system_pxn0_pod0_core0_core,useful_store_dram,hart_0,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_0,Accumulator,31973860000,0,27021,27021,27021,1,1
system_pxn0_pod0_core0_core,load_l1sp,hart_1,Accumulator,31973860000,0,434352,434352,434352,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_1,Accumulator,31973860000,0,240948,240948,240948,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_1,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_1,Accumulator,31973860000,0,9454,9454,9454,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_1,Accumulator,31973860000,0,833,833,833,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_1,Accumulator,31973860000,0,143,143,143,1,1
system_pxn0_pod0_core0_core,load_dram,hart_1,Accumulator,31973860000,0,29632,29632,29632,1,1
system_pxn0_pod0_core0_core,store_dram,hart_1,Accumulator,31973860000,0,13,13,13,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_1,Accumulator,31973860000,0,27165,27165,27165,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_1,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_1,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_1,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_1,Accumulator,31973860000,0,403878,403878,403878,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_1,Accumulator,31973860000,0,216604,216604,216604,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_1,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_1,Accumulator,31973860000,0,5766,5766,5766,1,1
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_1,Accumulator,31973860000,0,815,815,815,1,1
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_1,Accumulator,31973860000,0,125,125,125,1,1
system_pxn0_pod0_core0_core,useful_load_dram,hart_1,Accumulator,31973860000,0,29562,29562,29562,1,1
system_pxn0_pod0_core0_core,useful_store_dram,hart_1,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_1,Accumulator,31973860000,0,27146,27146,27146,1,1
system_pxn0_pod0_core0_core,load_l1sp,hart_2,Accumulator,31973860000,0,434721,434721,434721,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_2,Accumulator,31973860000,0,240919,240919,240919,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_2,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_2,Accumulator,31973860000,0,8965,8965,8965,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_2,Accumulator,31973860000,0,530,530,530,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_2,Accumulator,31973860000,0,139,139,139,1,1
system_pxn0_pod0_core0_core,load_dram,hart_2,Accumulator,31973860000,0,30167,30167,30167,1,1
system_pxn0_pod0_core0_core,store_dram,hart_2,Accumulator,31973860000,0,1,1,1,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_2,Accumulator,31973860000,0,27667,27667,27667,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_2,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_2,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_2,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_2,Accumulator,31973860000,0,404876,404876,404876,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_2,Accumulator,31973860000,0,217061,217061,217061,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_2,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_2,Accumulator,31973860000,0,5326,5326,5326,1,1
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_2,Accumulator,31973860000,0,512,512,512,1,1
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_2,Accumulator,31973860000,0,121,121,121,1,1
system_pxn0_pod0_core0_core,useful_load_dram,hart_2,Accumulator,31973860000,0,30137,30137,30137,1,1
system_pxn0_pod0_core0_core,useful_store_dram,hart_2,Accumulator,31973860000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_2,Accumulator,31973860000,0,27641,27641,27641,1,1
