ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Min.u64,Max.u64
system_pxn0_pod0_core0_core,load_l1sp,hart_0,Accumulator,48919079000,0,447154,447154,447154,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_0,Accumulator,48919079000,0,249009,249009,249009,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_0,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_0,Accumulator,48919079000,0,7967,7967,7967,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_0,Accumulator,48919079000,0,936,936,936,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_0,Accumulator,48919079000,0,138,138,138,1,1
system_pxn0_pod0_core0_core,load_dram,hart_0,Accumulator,48919079000,0,38549,38549,38549,1,1
system_pxn0_pod0_core0_core,store_dram,hart_0,Accumulator,48919079000,0,2826,2826,2826,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_0,Accumulator,48919079000,0,28327,28327,28327,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_0,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_0,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_0,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_0,Accumulator,48919079000,0,411650,411650,411650,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_0,Accumulator,48919079000,0,220733,220733,220733,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_0,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_0,Accumulator,48919079000,0,6491,6491,6491,1,1
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_0,Accumulator,48919079000,0,298,298,298,1,1
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_0,Accumulator,48919079000,0,113,113,113,1,1
system_pxn0_pod0_core0_core,useful_load_dram,hart_0,Accumulator,48919079000,0,30845,30845,30845,1,1
system_pxn0_pod0_core0_core,useful_store_dram,hart_0,Accumulator,48919079000,0,273,273,273,1,1
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_0,Accumulator,48919079000,0,28221,28221,28221,1,1
system_pxn0_pod0_core0_core,load_l1sp,hart_1,Accumulator,48919079000,0,450476,450476,450476,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_1,Accumulator,48919079000,0,251034,251034,251034,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_1,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_1,Accumulator,48919079000,0,11830,11830,11830,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_1,Accumulator,48919079000,0,301,301,301,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_1,Accumulator,48919079000,0,139,139,139,1,1
system_pxn0_pod0_core0_core,load_dram,hart_1,Accumulator,48919079000,0,31580,31580,31580,1,1
system_pxn0_pod0_core0_core,store_dram,hart_1,Accumulator,48919079000,0,237,237,237,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_1,Accumulator,48919079000,0,28785,28785,28785,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_1,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_1,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_1,Accumulator,48919079000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_1,Accumulator,48919079000,0,420225,420225,420225,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_1,Accumulator,48919079000,0,225340,225340,225340,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_1,Accumulator,48919079000,0,0,0,0,0,0
