ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Min.u64,Max.u64
system_pxn0_pod0_core0_core,load_l1sp,hart_0,Accumulator,7705777000,0,324234,324234,324234,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_0,Accumulator,7705777000,0,188592,188592,188592,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_0,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_0,Accumulator,7705777000,0,11693,11693,11693,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_0,Accumulator,7705777000,0,1323,1323,1323,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_0,Accumulator,7705777000,0,221,221,221,1,1
system_pxn0_pod0_core0_core,load_dram,hart_0,Accumulator,7705777000,0,36332,36332,36332,1,1
system_pxn0_pod0_core0_core,store_dram,hart_0,Accumulator,7705777000,0,5539,5539,5539,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_0,Accumulator,7705777000,0,16538,16538,16538,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_0,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_0,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_0,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_0,Accumulator,7705777000,0,284166,284166,284166,1,1
system_pxn0_pod0_core0_core,useful_store_l1sp,hart_0,Accumulator,7705777000,0,152271,152271,152271,1,1
system_pxn0_pod0_core0_core,useful_atomic_l1sp,hart_0,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l2sp,hart_0,Accumulator,7705777000,0,11004,11004,11004,1,1
system_pxn0_pod0_core0_core,useful_store_l2sp,hart_0,Accumulator,7705777000,0,515,515,515,1,1
system_pxn0_pod0_core0_core,useful_atomic_l2sp,hart_0,Accumulator,7705777000,0,177,177,177,1,1
system_pxn0_pod0_core0_core,useful_load_dram,hart_0,Accumulator,7705777000,0,19712,19712,19712,1,1
system_pxn0_pod0_core0_core,useful_store_dram,hart_0,Accumulator,7705777000,0,254,254,254,1,1
system_pxn0_pod0_core0_core,useful_atomic_dram,hart_0,Accumulator,7705777000,0,16384,16384,16384,1,1
system_pxn0_pod0_core0_core,load_l1sp,hart_1,Accumulator,7705777000,0,307510,307510,307510,1,1
system_pxn0_pod0_core0_core,store_l1sp,hart_1,Accumulator,7705777000,0,175088,175088,175088,1,1
system_pxn0_pod0_core0_core,atomic_l1sp,hart_1,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,load_l2sp,hart_1,Accumulator,7705777000,0,16507,16507,16507,1,1
system_pxn0_pod0_core0_core,store_l2sp,hart_1,Accumulator,7705777000,0,538,538,538,1,1
system_pxn0_pod0_core0_core,atomic_l2sp,hart_1,Accumulator,7705777000,0,207,207,207,1,1
system_pxn0_pod0_core0_core,load_dram,hart_1,Accumulator,7705777000,0,19734,19734,19734,1,1
system_pxn0_pod0_core0_core,store_dram,hart_1,Accumulator,7705777000,0,260,260,260,1,1
system_pxn0_pod0_core0_core,atomic_dram,hart_1,Accumulator,7705777000,0,16400,16400,16400,1,1
system_pxn0_pod0_core0_core,load_remote_pxn,hart_1,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,store_remote_pxn,hart_1,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,atomic_remote_pxn,hart_1,Accumulator,7705777000,0,0,0,0,0,0
system_pxn0_pod0_core0_core,useful_load_l1sp,hart_1,Accumulator,7705777000,0,285139,285139,285139,1,1
